No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Area,Category,Business Category,Product Category,Source,URL_Keyword,Unknown,Remaining_Url_Keywords,Priority Rank
136,bannerghatta zoo in bangalore,368000,31,772.0,$0.07,5,20,https://lbb.in/bangalore/bannerghatta-biological-park/,Bengaluru,,,,Bengaluru,,,,,lbb.in,bannerghatta bangalore,,biological park,1
137,delhi khan market,368000,15,3348.0,$0.03,1,28,https://lbb.in/delhi/khan-market-hood-guide-shop-eat-drink/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,khan market,,hood guide shop eat drink,1
138,khan market delhi,368000,15,2760.0,$0.03,1,30,https://lbb.in/delhi/khan-market-hood-guide-shop-eat-drink/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,khan market,,hood guide shop eat drink,1
139,hussain sagar in hyderabad,368000,23,1582.0,$0.12,12,31,https://lbb.in/hyderabad/hussain-sagar-things-to-do/,Hyderabad,,,,Hyderabad,,Attraction,Tourism & Attractions,Attractions,lbb.in,hussain sagar,,,1
140,rajouri delhi,368000,69,772.0,$0.14,3,25,https://lbb.in/delhi/locality/rajouri-garden-delhi/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,rajouri,,locality garden,1
141,swimming pool,368000,17,4158.0,$0.21,21,54,https://lbb.in/delhi/swimming-pools-noida/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,swimming,,pools noida,1
142,select city walk,368000,26,883.0,$0,9,45,https://lbb.in/delhi/select-citywalk-65aad0/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,select,,citywalk 65aad0,1
143,science city,368000,27,809.0,$0.11,5,46,https://lbb.in/kolkata/science-city-in-kolkata/,Kolkata,,,,Kolkata,,,,,lbb.in,science city,,,1
144,khan market in new delhi,368000,17,2760.0,$0.09,1,29,https://lbb.in/delhi/khan-market-hood-guide-shop-eat-drink/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,khan market,,hood guide shop eat drink,1
145,chembur in mumbai,368000,42,772.0,$0.13,4,22,https://lbb.in/mumbai/things-to-do-in-chembur-hood-guide/,Mumbai,,,,Mumbai,,Attraction,Tourism & Attractions,Attractions,lbb.in,chembur,,hood guide,1
146,delhi khan market,368000,15,3348.0,$0.03,1,28,https://lbb.in/delhi/khan-market-hood-guide-shop-eat-drink/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,khan market,,hood guide shop eat drink,1
147,express avenue,301000,39,772.0,$0.63,12,51,https://lbb.in/chennai/mall/express-avenue-mall-chennai/,Chennai,,,,Chennai,,,,,lbb.in,express avenue,,mall mall,1
148,bannerghatta national park,368000,37,772.0,$0.32,4,44,https://lbb.in/bangalore/bannerghatta-biological-park/,Bengaluru,,,,Bengaluru,,,,,lbb.in,bannerghatta park,,bangalore biological,1
149,grocery stores and,301000,19,1775.0,$0.18,1,34,https://lbb.in/delhi/grocery-stores-in-delhi/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,grocery stores,,,1
150,film malayalam movie,301000,35,632.0,$0.02,1,59,https://lbb.in/all/best-malayalam-movies/,,,,,,,,,,lbb.in,malayalam,,all best movies,1
151,dance lessons near me,301000,8,19835.0,$0.30,5,36,https://lbb.in/delhi/dance-schools-noida/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,dance,,schools noida,1
152,badminton court near me,246000,33,632.0,$0.14,6,36,https://lbb.in/mumbai/badminton-courts-mumbai/,Mumbai,,,,Mumbai,,,,,lbb.in,badminton,,courts,1
153,mantri square mall bangalore,301000,47,632.0,$0.08,5,28,https://lbb.in/places/Mantri-Square-malleshwaran-ea9973/,,,,,,,,,,lbb.in,mantri square,,places malleshwaran ea9973,1
154,begumpet in hyderabad,301000,56,632.0,$0.11,5,27,https://lbb.in/hyderabad/locality/begumpet-hyderabad/,Hyderabad,,,,Hyderabad,,,,,lbb.in,begumpet,,locality,1
155,jayanagar 4th block,301000,3,91504.0,$0.14,7,45,https://lbb.in/bangalore/jayanagars-shopping-complex/,Bengaluru,,,,Bengaluru,,,,,lbb.in,,,bangalore jayanagars shopping complex,1
156,dance classes near me,301000,10,10173.0,$0.42,5,36,https://lbb.in/delhi/dance-classes-in-gurgaon-studios-academies/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,dance classes,,gurgaon studios academies,1
157,city centre mall,246000,37,632.0,$0.04,7,45,https://lbb.in/hyderabad/mall/city-centre-mall-hyderabad/,Hyderabad,,,,Hyderabad,,,,,lbb.in,city centre mall,,mall,1
158,pet shop near me,246000,11,5929.0,$0.24,14,35,https://lbb.in/delhi/pet-shops-gurgaon/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,pet,,shops gurgaon,1
159,vasant kunj new delhi,301000,29,662.0,$0.09,6,25,https://lbb.in/delhi/the-kunj-vasant-kunj/,Delhi,Delhi,India,North,Delhi,Vasant Kunj,,,,lbb.in,,,,1
160,malayalam a films,301000,24,812.0,$0.49,1,64,https://lbb.in/all/best-malayalam-movies/,,,,,,,,,,lbb.in,malayalam,,all best movies,1
161,movie in malayalam,301000,25,812.0,$0.11,1,35,https://lbb.in/all/best-malayalam-movies/,,,,,,,,,,lbb.in,malayalam,,all best movies,1
162,crawford market mumbai,12100,10,10173.0,$0,1,16,https://lbb.in/mumbai/things-to-do-in-crawford-market/,Mumbai,,,,Mumbai,,Attraction,Tourism & Attractions,Attractions,lbb.in,crawford market,,,1
163,st art,301000,54,632.0,$0.06,1,48,https://lbb.in/bangalore/start-india-street-art-festival-bangalore/,Bengaluru,,India,,Bengaluru,,,,,lbb.in,art,,bangalore start street festival bangalore,1
164,rajajinagar,301000,47,632.0,$0.22,5,62,https://lbb.in/bangalore/locality/rajaji-nagar-bangalore/,Bengaluru,,,,Bengaluru,,,,,lbb.in,,,bangalore locality rajaji nagar bangalore,1
165,powai,246000,44,632.0,$0.19,11,64,https://lbb.in/mumbai/things-to-do-powai/,Mumbai,,,,Mumbai,Powai,Attraction,Tourism & Attractions,Attractions,lbb.in,,,,1
166,mumbai ghatkopar,301000,22,993.0,$0.13,4,27,https://lbb.in/mumbai/things-to-do-in-ghatkopar/,Mumbai,,,,Mumbai,,Attraction,Tourism & Attractions,Attractions,lbb.in,ghatkopar,,,1
167,howrah bridge,246000,23,1294.0,$0.02,5,49,https://lbb.in/kolkata/iconic-howrah-bridge/,Kolkata,,,,Kolkata,,,,,lbb.in,howrah bridge,,iconic,1
168,begumpet hyderabad,301000,60,632.0,$0.12,5,27,https://lbb.in/hyderabad/locality/begumpet-hyderabad/,Hyderabad,,,,Hyderabad,,,,,lbb.in,begumpet,,locality,1
169,delhi vasant vihar,301000,39,632.0,$0.11,4,23,https://lbb.in/delhi/locality/vasant-vihar-delhi/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,vasant vihar,,locality,1
170,nexus shantiniketan,246000,49,632.0,$0.90,15,52,https://lbb.in/places/Nexus-Shantiniketan-krishnaraja-puram-a51352/,,,,,,,,,,lbb.in,nexus shantiniketan,,places krishnaraja puram a51352,1
171,dance course near me,301000,7,48762.0,$0.05,5,35,https://lbb.in/delhi/dance-schools-noida/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,dance,,schools noida,1
172,crawford market india,301000,20,1294.0,$0.05,1,19,https://lbb.in/mumbai/things-to-do-in-crawford-market/,Mumbai,,,,Mumbai,,Attraction,Tourism & Attractions,Attractions,lbb.in,crawford market,,,1
173,film malayalam,1900,28,632.0,$0,1,18,https://lbb.in/all/best-malayalam-movies/,,,,,,,,,,lbb.in,malayalam,,all best movies,1
174,pet shops close to me,301000,9,14116.0,$0.18,16,33,https://lbb.in/delhi/pet-shops-gurgaon/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,pet shops,,gurgaon,1
175,malayalam movies malayalam movies,301000,17,2739.0,$0.09,1,34,https://lbb.in/all/best-malayalam-movies/,,,,,,,,,,lbb.in,malayalam movies,,all best,1
176,crawford market in mumbai,12100,9,14116.0,$0,1,8,https://lbb.in/mumbai/things-to-do-in-crawford-market/,Mumbai,,,,Mumbai,,Attraction,Tourism & Attractions,Attractions,lbb.in,crawford market,,,1
177,commercial street,301000,10,10173.0,$0.83,9,50,https://lbb.in/bangalore/shopping-at-commercial-street/,Bengaluru,,,,Bengaluru,,,,,lbb.in,commercial street,,bangalore shopping at,1
178,jp nagar,301000,22,993.0,$0.21,14,52,https://lbb.in/bangalore/locality/jp-nagar-bangalore/,Bengaluru,,,,Bengaluru,,,,,lbb.in,jp nagar,,bangalore locality bangalore,1
179,ghatkopar,246000,27,722.0,$0.30,5,62,https://lbb.in/mumbai/things-to-do-in-ghatkopar/,Mumbai,,,,Mumbai,,Attraction,Tourism & Attractions,Attractions,lbb.in,ghatkopar,,,1
180,dancing schools near me,301000,7,29287.0,$0.07,6,16,https://lbb.in/delhi/dance-schools-noida/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,schools,,dance noida,1
181,dance studios close to me,301000,6,48762.0,$0.06,7,20,https://lbb.in/delhi/dance-schools-noida/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,dance,,schools noida,1
182,crawford market,246000,12,5929.0,$0,1,48,https://lbb.in/mumbai/things-to-do-in-crawford-market?ref=lbbpost,Mumbai,,,,Mumbai,,Attraction,Tourism & Attractions,Attractions,lbb.in,crawford market,,,1
183,liquor shop near me,301000,42,632.0,$0,1,34,https://lbb.in/delhi/wine-beer-shops-delhi/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,,,wine beer shops,1
184,las vegas mall shopping,301000,15,4515.0,$0.44,5,40,https://lbb.in/delhi/vegas-mall-dwarka/,Delhi,Delhi,India,North,Delhi,Dwarka,,,,lbb.in,vegas mall,,,1
185,botany garden,301000,19,2257.0,$0.07,4,52,https://lbb.in/mumbai/botanical-garden-colaba/,Mumbai,,,,Mumbai,Colaba,,,,lbb.in,garden,,botanical,1
186,mal movie,301000,51,632.0,$0.49,1,63,https://lbb.in/all/best-malayalam-movies/,,,,,,,,,,lbb.in,,,all best malayalam movies,1
187,new delhi vasant kunj,301000,19,1685.0,$0.12,4,33,https://lbb.in/delhi/the-kunj-vasant-kunj/,Delhi,Delhi,India,North,Delhi,Vasant Kunj,,,,lbb.in,,,,1
188,mall vegas,301000,18,2739.0,$0.11,5,59,https://lbb.in/delhi/vegas-mall-dwarka/,Delhi,Delhi,India,North,Delhi,Dwarka,,,,lbb.in,mall vegas,,,1
189,malayalam malayalam movie,301000,25,722.0,$0.49,1,49,https://lbb.in/all/best-malayalam-movies/,,,,,,,,,,lbb.in,malayalam,,all best movies,1
190,kompally,301000,71,632.0,$0.10,6,62,https://lbb.in/hyderabad/locality/kompally-hyderabad/,Hyderabad,,,,Hyderabad,,,,,lbb.in,kompally,,locality,1
191,malls,368000,10,8314.0,$0.42,3,61,https://lbb.in/bangalore/best-malls-in-bangalore/,Bengaluru,,,,Bengaluru,,,,,lbb.in,malls,,bangalore best bangalore,1
192,mall,246000,18,2238.0,$0.25,3,61,https://lbb.in/bangalore/best-malls-in-bangalore/,Bengaluru,,,,Bengaluru,,,,,lbb.in,,,bangalore best malls bangalore,1
193,r city,246000,41,516.0,$0.23,7,41,https://lbb.in/mumbai/r-city-mall/,Mumbai,,,,Mumbai,,,,,lbb.in,city,,mall,1
194,bicycle rent near me,246000,41,516.0,$0.05,22,41,https://lbb.in/bangalore/bicycle-rental-bangalore/,Bengaluru,,,,Bengaluru,,,,,lbb.in,bicycle,,bangalore rental bangalore,1
195,pharmeasy,246000,25,516.0,$0.13,41,73,https://lbb.in/mumbai/pharmeasy-77164a/,Mumbai,,,,Mumbai,,,,,lbb.in,pharmeasy,,77164a,1
196,janak puri delhi,246000,53,516.0,$0.11,4,25,https://lbb.in/delhi/locality/janakpuri-delhi/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,,,locality janakpuri,1
197,south city mall of kolkata,246000,21,1057.0,$0.10,6,41,https://lbb.in/kolkata/mall/south-city-mall-kolkata/,Kolkata,,,,Kolkata,,,,,lbb.in,city mall,,mall,1
198,delhi janakpuri,246000,46,516.0,$0.14,5,26,https://lbb.in/delhi/locality/janakpuri-delhi/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,janakpuri,,locality,1
199,rohini cinema,246000,19,1845.0,$0.09,4,21,https://lbb.in/chennai/rohini-silver-screens-koyambedu-5ecd74/,Chennai,,,,Chennai,Rohini,,,,lbb.in,,,silver screens koyambedu 5ecd74,1
200,yoga classes near me,246000,18,1451.0,$0.23,14,39,https://lbb.in/mumbai/yoga-studios-mumbai/,Mumbai,,,,Mumbai,,,,,lbb.in,yoga,,studios,1
201,nurseries close to me,246000,6,23935.0,$0.08,10,23,https://lbb.in/mumbai/best-plant-nurseries/,Mumbai,,,,Mumbai,,,,,lbb.in,nurseries,,best plant,1
202,sanjay gandhi national park mumbai,246000,34,516.0,$0.13,7,29,https://lbb.in/mumbai/beginners-guide-sanjay-gandhi-national-park/,Mumbai,,,,Mumbai,,,,,lbb.in,sanjay gandhi national park,,beginners guide,1
203,punjabi bagh delhi,246000,35,516.0,$0.08,5,44,https://lbb.in/delhi/locality/punjabi-bagh-delhi/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,punjabi bagh,,locality,1
204,ambience mall vasant kunj,201000,25,565.0,$0.62,8,37,https://lbb.in/delhi/mall/ambience-mall-delhi/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,ambience mall,,mall,1
205,ambience mall delhi,246000,45,516.0,$0,8,45,https://lbb.in/delhi/mall/ambience-mall-delhi/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,ambience mall,,mall,1
206,play tamil,246000,62,516.0,$0,1,47,https://lbb.in/chennai/Payanam-A-Tamil-Play-2e55bf/,Chennai,,,,Chennai,,,,,lbb.in,play tamil,,payanam 2e55bf,1
207,borivali national park,201000,23,1057.0,$0.50,10,46,https://lbb.in/mumbai/beginners-guide-sanjay-gandhi-national-park/,Mumbai,,,,Mumbai,,,,,lbb.in,national park,,beginners guide sanjay gandhi,1
208,ambience vasant kunj,246000,15,1845.0,$0.49,4,44,https://lbb.in/delhi/ambience-mall-vasant-kunj-65aacb/,Delhi,Delhi,India,North,Delhi,Vasant Kunj,,,,lbb.in,ambience,,mall 65aacb,1
209,cubbon park,246000,68,516.0,$0.47,6,49,https://lbb.in/bangalore/cubbon-park-greenery/,Bengaluru,,,,Bengaluru,,,,,lbb.in,cubbon park,,bangalore greenery,1
210,plant nursery close to me,246000,7,23935.0,$0.08,10,20,https://lbb.in/bangalore/best-nurseries-and-garden-centres-in-bangalore/,Bengaluru,,,,Bengaluru,,,,,lbb.in,,,bangalore best nurseries garden centres bangalore,1
211,nurseries for plants near me,246000,9,16211.0,$0.08,9,22,https://lbb.in/hyderabad/best-nurseries-garden-stores/,Hyderabad,,,,Hyderabad,,,,,lbb.in,nurseries,,best garden stores,1
212,museums museum,246000,14,4846.0,$0.16,1,19,https://lbb.in/pune/museums-in-pune/,Pune,,,,Pune,,,,,lbb.in,museums,,,1
213,shopping malls near me,246000,9,11537.0,$0.30,19,40,https://lbb.in/bangalore/best-malls-in-bangalore/,Bengaluru,,,,Bengaluru,,,,,lbb.in,malls,,bangalore best bangalore,1
214,museum,246000,69,516.0,$1.27,1,61,https://lbb.in/pune/museums-in-pune/,Pune,,,,Pune,,,,,lbb.in,,,museums,1
215,ambience mall delhi vasant kunj,246000,21,811.0,$0.20,7,24,https://lbb.in/delhi/Vasant-kunj-malls/,Delhi,Delhi,India,North,Delhi,Vasant Kunj,,,,lbb.in,,,malls,1
216,salons near me,165000,37,516.0,$0.41,24,50,https://lbb.in/mumbai/best-salons-women-mumbai/,Mumbai,,,,Mumbai,,,,,lbb.in,salons,,best women,1
217,sanjay gandhi national parks,246000,45,516.0,$0.07,9,36,https://lbb.in/mumbai/beginners-guide-sanjay-gandhi-national-park/,Mumbai,,,,Mumbai,,,,,lbb.in,sanjay gandhi national,,beginners guide park,1
218,plant nursery closest to me,246000,7,23935.0,$0.08,10,20,https://lbb.in/bangalore/best-nurseries-and-garden-centres-in-bangalore/,Bengaluru,,,,Bengaluru,,,,,lbb.in,,,bangalore best nurseries garden centres bangalore,1
219,ice cream near me,201000,15,2779.0,$0.36,5,36,https://lbb.in/mumbai/best-iconic-ice-cream-parlours-in-mumbai/,Mumbai,,,,Mumbai,,,,,lbb.in,ice cream,,best iconic parlours,1
220,hire bicycle near me,50,12,4846.0,$0.06,55,22,https://lbb.in/delhi/bikes-rent-delhi/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,,,bikes rent,1
221,bangalore yeshwanthpur,246000,50,516.0,$0.20,4,49,https://lbb.in/bangalore/locality/yeshwantpur-bangalore/,Bengaluru,,,,Bengaluru,,,,,lbb.in,bangalore,,locality yeshwantpur bangalore,1
222,sanjay gandhi national park in mumbai,246000,37,516.0,$0.07,9,44,https://lbb.in/mumbai/beginners-guide-sanjay-gandhi-national-park/,Mumbai,,,,Mumbai,,,,,lbb.in,sanjay gandhi national park,,beginners guide,1
223,beer shop near me,246000,27,541.0,$0,1,34,https://lbb.in/delhi/big-way-wine-beer-65f5b1/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,beer,,big way wine 65f5b1,1
224,yoga clubs near me,246000,17,1845.0,$0.14,12,26,https://lbb.in/delhi/yoga-classes-gurgaon/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,yoga,,classes gurgaon,1
225,museum museum,246000,25,811.0,$0.45,1,54,https://lbb.in/delhi/museums-in-delhi/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,,,museums,1
226,kankaria lake,201000,35,516.0,$0.53,5,49,https://lbb.in/all/kankaria-lake-ahemdabad/,,,,,,,,,,lbb.in,kankaria lake,,all ahemdabad,1
227,nursery near me,246000,15,2779.0,$0.10,8,45,https://lbb.in/bangalore/best-nurseries-and-garden-centres-in-bangalore/,Bengaluru,,,,Bengaluru,,,,,lbb.in,,,bangalore best nurseries garden centres bangalore,1
228,bicycle rental near me,246000,47,516.0,$0.05,22,41,https://lbb.in/bangalore/bicycle-rental-bangalore/,Bengaluru,,,,Bengaluru,,,,,lbb.in,bicycle rental,,bangalore bangalore,1
229,janpath market new delhi delhi,201000,7,9426.0,$0.02,1,28,https://lbb.in/delhi/janpath-shopping-guide/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,janpath,,shopping guide,1
230,janpath market,201000,8,13245.0,$0,1,47,https://lbb.in/delhi/janpath-shopping-guide/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,janpath,,shopping guide,1
231,gurgaon sector 14,201000,49,422.0,$0.23,9,45,https://lbb.in/delhi/locality/sector-14-gurgaon/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,gurgaon sector 14,,locality,1
232,forum mall,165000,38,422.0,$0.04,5,49,https://lbb.in/bangalore/mall/forum-mall-bangalore/,Bengaluru,,,,Bengaluru,,,,,lbb.in,forum mall,,bangalore mall bangalore,1
233,perfumes for men,201000,40,422.0,$0.08,100,73,https://lbb.in/all/perfumes-for-men-buy-online/,,,,,,,,,,lbb.in,perfumes men,,all buy online,1
234,perfume for men fragrance,201000,11,3959.0,$0.08,100,24,https://lbb.in/all/perfumes-for-men-buy-online/,,,,,,,,,,lbb.in,men,,all perfumes buy online,1
235,new delhi lajpat nagar market,201000,20,1025.0,$0.08,1,21,https://lbb.in/delhi/ethnic-wear-lajpat-nagar/,Delhi,Delhi,India,North,Delhi,Lajpat Nagar,,,,lbb.in,,,ethnic wear,1
236,sarojini in delhi,201000,10,5145.0,$0.13,4,31,https://lbb.in/delhi/sarojini-nagar-shopping-guide/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,sarojini,,nagar shopping guide,1
237,nearest wine shops,201000,27,462.0,$0,1,12,https://lbb.in/kolkata/shops-in-kolkata-for-wines/,Kolkata,,,,Kolkata,,,,,lbb.in,shops,,wines,1
238,mother's day gifts,49500,44,422.0,$0.11,79,58,https://lbb.in/all/mothers-day-gifts/,,,,,,,,,,lbb.in,day gifts,,all mothers,1
239,men's perfume fragrance,201000,37,422.0,$0.08,100,42,https://lbb.in/all/perfumes-for-men-buy-online/,,,,,,,,,,lbb.in,men,,all perfumes buy online,1
240,lajpat nagar delhi market,165000,15,3015.0,$0,2,35,https://lbb.in/delhi/ethnic-wear-lajpat-nagar/,Delhi,Delhi,India,North,Delhi,Lajpat Nagar,,,,lbb.in,,,ethnic wear,1
241,lajpat market,165000,30,422.0,$0,2,20,https://lbb.in/delhi/things-to-do-in-lajpat-nagar-in-delhi/,Delhi,Delhi,India,North,Delhi,Lajpat Nagar,Attraction,Tourism & Attractions,Attractions,lbb.in,,,,1
242,defence colony,201000,37,422.0,$0.15,4,49,https://lbb.in/delhi/defence-colony-hood-guide-cheap-booze-groceries-and-an-art-gallery/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,defence colony,,hood guide cheap booze groceries an art gallery,1
243,haircut men's,201000,54,422.0,$0.34,1,26,https://lbb.in/mumbai/grooming-men-salons-mumbai/,Mumbai,,,,Mumbai,,,,,lbb.in,men,,grooming salons,1
244,pub near me,246000,13,3015.0,$0.21,10,46,https://lbb.in/delhi/best-bars-pubs-noida/,Delhi,Delhi,India,North,Delhi,,Restaurant,Food & Dining,Food & Dining,lbb.in,,,best pubs noida,1
245,perfume for male,246000,32,422.0,$0.07,100,34,https://lbb.in/all/perfumes-for-men-buy-online/,,,,,,,,,,lbb.in,,,all perfumes men buy online,1
246,oia bangalore,201000,18,1507.0,$0.33,9,50,https://lbb.in/bangalore/oia-hennur-bangalore/,Bengaluru,,,,Bengaluru,,,,,lbb.in,oia bangalore,,hennur bangalore,1
247,male fragrances,201000,41,422.0,$0.07,99,40,https://lbb.in/all/perfumes-for-men-buy-online/,,,,,,,,,,lbb.in,,,all perfumes men buy online,1
248,fragrances perfume for men,201000,11,3015.0,$0.08,100,29,https://lbb.in/all/perfumes-for-men-buy-online/,,,,,,,,,,lbb.in,men,,all perfumes buy online,1
249,delhi sarojini nagar,165000,29,442.0,$0,7,45,https://lbb.in/delhi/sarojni-nagar-delhis-irreplaceable-street-fashion-paradise-067cc5/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,nagar,,sarojni delhis irreplaceable street fashion paradise 067cc5,1
250,royal meenakshi mall bangalore,201000,20,864.0,$0.12,6,27,https://lbb.in/bangalore/royal-meenakshi-mall-12bfb6/,Bengaluru,,,,Bengaluru,,,,,lbb.in,royal meenakshi mall bangalore,,12bfb6,1
251,indo western women,201000,33,422.0,$0.02,100,18,https://lbb.in/all/indo-western-outfit-ideas-women/,,,,,,,,,,lbb.in,indo western women,,all outfit ideas,1
252,sarojini new delhi,201000,17,1507.0,$0.13,4,20,https://lbb.in/delhi/sarojini-nagar-shopping-guide/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,sarojini,,nagar shopping guide,1
253,mapusa goa,22200,10,6793.0,$0.24,5,26,https://lbb.in/goa/mapusa-market-five-reasons/,,Goa,India,West,,,,,,lbb.in,mapusa,,market five reasons,1
254,lip gloss in lips,165000,33,422.0,$0.03,98,36,https://lbb.in/all/best-lip-gloss/,,,,,,,,,,lbb.in,lip gloss,,all best,1
255,lajpat nagar market,165000,31,422.0,$0,2,29,https://lbb.in/delhi/things-to-do-in-lajpat-nagar-in-delhi/,Delhi,Delhi,India,North,Delhi,Lajpat Nagar,Attraction,Tourism & Attractions,Attractions,lbb.in,,,,1
256,jio world drive,201000,11,3015.0,$0.60,6,44,https://lbb.in/mumbai/jio-world-drive-fun-activities-apart-from-shopping-and-eating/,Mumbai,,,,Mumbai,,Attraction,Tourism & Attractions,Attractions,lbb.in,jio world drive,,fun apart shopping eating,1
257,forum south bengaluru,165000,40,422.0,$0.16,13,23,https://lbb.in/places/Forum-South-Bengaluru-a5136e/,Bengaluru,,,,Bengaluru,,,,,lbb.in,forum,,places a5136e,1
258,dulquer salmaan film,201000,36,422.0,$0,1,48,https://lbb.in/hyderabad/best-dulquer-salmaan-movies/,Hyderabad,,,,Hyderabad,,,,,lbb.in,dulquer salmaan,,best movies,1
259,sarojini nagar in delhi,201000,14,3015.0,$0.13,4,25,https://lbb.in/delhi/sarojini-nagar-shopping-guide/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,sarojini nagar,,shopping guide,1
260,nilambur city,201000,30,422.0,$0.07,1,19,https://lbb.in/chennai/places-to-visit-in-nilambur-kerala-chennai/,,Kerala,India,South,,,Attraction,Tourism & Attractions,Attractions,lbb.in,nilambur,,chennai chennai,1
261,lip gloss,135000,38,422.0,$0.07,97,77,https://lbb.in/all/best-lip-gloss/,,,,,,,,,,lbb.in,lip gloss,,all best,1
262,cleaners for clothes near me,201000,12,3959.0,$0.25,26,19,https://lbb.in/mumbai/laundry-services-in-mumbai/,Mumbai,,,,Mumbai,,,,,lbb.in,,,laundry services,1
263,wine near me,201000,21,864.0,$0,1,42,https://lbb.in/delhi/wine-beer-shops-delhi/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,wine,,beer shops,1
